19950321,JPY
19950503,JPY
19950504,JPY
19950505,JPY
19950915,JPY
19951010,JPY
19951103,JPY
19951123,JPY
19960101,JPY
19960102,JPY
19960103,JPY
19960115,JPY
19960212,JPY
19960320,JPY
19960429,JPY
19960503,JPY
19960506,JPY
19960916,JPY
19960923,JPY
19961010,JPY
19961104,JPY
19961223,JPY
19961231,JPY
19970101,JPY
19970102,JPY
19970103,JPY
19970115,JPY
19970211,JPY
19970320,JPY
19970429,JPY
19970505,JPY
19970915,JPY
19970923,JPY
19971010,JPY
19971103,JPY
19971124,JPY
19971223,JPY
19971231,JPY
19980101,JPY
19980102,JPY
19980115,JPY
19980211,JPY
19980429,JPY
19980504,JPY
19980505,JPY
19980720,JPY
19980915,JPY
19980923,JPY
19981103,JPY
19981123,JPY
19981223,JPY
19981231,JPY
19990101,JPY
19990115,JPY
19990211,JPY
19990322,JPY
19990429,JPY
19990503,JPY
19990504,JPY
19990505,JPY
19990720,JPY
19990915,JPY
19990923,JPY
19991011,JPY
19991103,JPY
19991123,JPY
19991223,JPY
19991231,JPY
20000103,JPY
20000110,JPY
20000211,JPY
20000320,JPY
20000503,JPY
20000504,JPY
20000505,JPY
20000720,JPY
20000915,JPY
20001009,JPY
20001103,JPY
20001123,JPY
20010101,JPY
20010102,JPY
20010103,JPY
20010108,JPY
20010212,JPY
20010320,JPY
20010430,JPY
20010503,JPY
20010504,JPY
20010505,JPY
20010720,JPY
20010915,JPY
20010924,JPY
20011008,JPY
20011103,JPY
20011123,JPY
20011224,JPY
20011231,JPY
20020101,JPY
20020102,JPY
20020103,JPY
20020114,JPY
20020211,JPY
20020321,JPY
20020429,JPY
20020503,JPY
20020506,JPY
20020916,JPY
20020923,JPY
20021014,JPY
20021104,JPY
20021223,JPY
20021231,JPY
20030101,JPY
20030102,JPY
20030103,JPY
20030113,JPY
20030211,JPY
20030321,JPY
20030429,JPY
20030505,JPY
20030721,JPY
20030915,JPY
20030923,JPY
20031013,JPY
20031103,JPY
20031124,JPY
20031223,JPY
20031231,JPY
20040101,JPY
20040102,JPY
20040112,JPY
20040211,JPY
20040429,JPY
20040503,JPY
20040504,JPY
20040505,JPY
20040719,JPY
20040920,JPY
20040923,JPY
20041011,JPY
20041103,JPY
20041123,JPY
20041223,JPY
20041231,JPY
20050103,JPY
20050110,JPY
20050211,JPY
20050321,JPY
20050429,JPY
20050503,JPY
20050504,JPY
20050505,JPY
20050718,JPY
20050919,JPY
20050923,JPY
20051010,JPY
20051103,JPY
20051123,JPY
20051223,JPY
20060102,JPY
20060103,JPY
20060109,JPY
20060321,JPY
20060503,JPY
20060504,JPY
20060505,JPY
20060717,JPY
20060918,JPY
20061009,JPY
20061103,JPY
20061123,JPY
20070101,JPY
20070102,JPY
20070103,JPY
20070108,JPY
20070212,JPY
20070321,JPY
20070430,JPY
20070503,JPY
20070504,JPY
20070716,JPY
20070917,JPY
20070924,JPY
20071008,JPY
20071123,JPY
20071224,JPY
20071231,JPY
20080101,JPY
20080102,JPY
20080103,JPY
20080114,JPY
20080211,JPY
20080320,JPY
20080429,JPY
20080505,JPY
20080721,JPY
20080915,JPY
20080923,JPY
20081013,JPY
20081103,JPY
20081124,JPY
20081223,JPY
20081231,JPY
20090101,JPY
20090102,JPY
20090112,JPY
20090211,JPY
20090320,JPY
20090429,JPY
20090504,JPY
20090505,JPY
20090720,JPY
20090921,JPY
20090922,JPY
20090923,JPY
20091012,JPY
20091103,JPY
20091123,JPY
20091223,JPY
20091231,JPY
20100101,JPY
20100111,JPY
20100211,JPY
20100322,JPY
20100429,JPY
20100503,JPY
20100504,JPY
20100505,JPY
20100719,JPY
20100920,JPY
20100923,JPY
20101011,JPY
20101103,JPY
20101123,JPY
20101223,JPY
20101231,JPY
20110103,JPY
20110110,JPY
20110211,JPY
20110321,JPY
20110429,JPY
20110503,JPY
20110504,JPY
20110505,JPY
20110718,JPY
20110919,JPY
20110923,JPY
20111010,JPY
20111103,JPY
20111123,JPY
20111223,JPY
20120102,JPY
20120103,JPY
20120109,JPY
20120320,JPY
20120430,JPY
20120503,JPY
20120504,JPY
20120716,JPY
20120917,JPY
20121008,JPY
20121123,JPY
20121224,JPY
20121231,JPY
20130101,JPY
20130102,JPY
20130103,JPY
20130114,JPY
20130211,JPY
20130320,JPY
20130429,JPY
20130503,JPY
20130506,JPY
20130715,JPY
20130916,JPY
20130923,JPY
20131014,JPY
20131104,JPY
20131223,JPY
20131231,JPY
20140101,JPY
20140102,JPY
20140103,JPY
20140113,JPY
20140211,JPY
20140321,JPY
20140429,JPY
20140505,JPY
20140721,JPY
20140915,JPY
20140923,JPY
20141013,JPY
20141103,JPY
20141124,JPY
20141223,JPY
20141231,JPY
20150101,JPY
20150102,JPY
20150112,JPY
20150211,JPY
20150429,JPY
20150504,JPY
20150505,JPY
20150720,JPY
20150921,JPY
20150922,JPY
20150923,JPY
20151012,JPY
20151103,JPY
20151123,JPY
20151223,JPY
20151231,JPY
20160101,JPY
20160111,JPY
20160211,JPY
20160321,JPY
20160429,JPY
20160503,JPY
20160504,JPY
20160505,JPY
20160718,JPY
20160919,JPY
20160922,JPY
20161010,JPY
20161103,JPY
20161123,JPY
20161223,JPY
20170102,JPY
20170103,JPY
20170109,JPY
20170320,JPY
20170503,JPY
20170504,JPY
20170505,JPY
20170717,JPY
20170918,JPY
20171009,JPY
20171103,JPY
20171123,JPY
20180101,JPY
20180102,JPY
20180103,JPY
20180108,JPY
20180212,JPY
20180321,JPY
20180430,JPY
20180503,JPY
20180504,JPY
20180716,JPY
20180917,JPY
20180924,JPY
20181008,JPY
20181123,JPY
20181224,JPY
20181231,JPY
20190101,JPY
20190102,JPY
20190103,JPY
20190114,JPY
20190211,JPY
20190321,JPY
20190429,JPY
20190503,JPY
20190506,JPY
20190715,JPY
20190916,JPY
20190923,JPY
20191014,JPY
20191104,JPY
20191223,JPY
20191231,JPY
20200101,JPY
20200102,JPY
20200103,JPY
20200113,JPY
20200211,JPY
20200320,JPY
20200429,JPY
20200504,JPY
20200505,JPY
20200720,JPY
20200921,JPY
20200922,JPY
20200923,JPY
20201012,JPY
20201103,JPY
20201123,JPY
20201223,JPY
20201231,JPY
20210101,JPY
20210111,JPY
20210211,JPY
20210429,JPY
20210503,JPY
20210504,JPY
20210505,JPY
20210719,JPY
20210920,JPY
20210923,JPY
20211011,JPY
20211103,JPY
20211123,JPY
20211223,JPY
20211231,JPY
20220103,JPY
20220110,JPY
20220211,JPY
